time (s),v("/S0" ?result "tran") (V),v("/Vin" ?result "tran") (V)
7.021E-6,255.3E-3,3.979
7.021E-6,251.7E-3,3.979
7.021E-6,247.9E-3,3.979
7.021E-6,243.9E-3,3.979
7.021E-6,238.8E-3,3.979
7.021E-6,232.3E-3,3.979
7.021E-6,223.5E-3,3.979
7.021E-6,214.1E-3,3.979
7.022E-6,204.4E-3,3.978
7.022E-6,193.7E-3,3.978
7.022E-6,185.4E-3,3.978
7.022E-6,176.3E-3,3.978
7.022E-6,164.7E-3,3.978
7.023E-6,153.8E-3,3.977
7.023E-6,141.7E-3,3.977
7.023E-6,128.7E-3,3.977
7.024E-6,113.8E-3,3.976
7.024E-6,97.23E-3,3.976
7.025E-6,78.31E-3,3.975
7.026E-6,57.06E-3,3.974
7.028E-6,35.71E-3,3.972
7.029E-6,21.23E-3,3.971
7.031E-6,12.10E-3,3.969
7.033E-6,6.799E-3,3.967
7.035E-6,3.311E-3,3.965
7.038E-6,1.625E-3,3.962
7.040E-6,781.5E-6,3.960
7.042E-6,359.5E-6,3.958
7.045E-6,142.2E-6,3.955
7.049E-6,49.12E-6,3.951
7.053E-6,11.96E-6,3.947
7.058E-6,3.303E-6,3.942
7.064E-6,1.567E-6,3.936
7.071E-6,1.210E-6,3.929
7.080E-6,1.001E-6,3.920
7.092E-6,808.9E-9,3.908
7.110E-6,625.7E-9,3.890
7.131E-6,502.4E-9,3.869
7.138E-6,472.1E-9,3.862
7.151E-6,423.1E-9,3.849
7.177E-6,348.8E-9,3.823
7.206E-6,292.9E-9,3.794
7.266E-6,220.9E-9,3.734
7.345E-6,168.9E-9,3.655
7.477E-6,122.1E-9,3.523
7.656E-6,91.56E-9,3.344
7.722E-6,83.86E-9,3.278
7.852E-6,73.61E-9,3.148
7.891E-6,70.31E-9,3.109
7.911E-6,69.80E-9,3.089
7.938E-6,67.46E-9,3.062
7.968E-6,66.60E-9,3.032
7.989E-6,64.65E-9,3.011
7.995E-6,65.17E-9,3.005
7.998E-6,64.27E-9,3.002
8.003E-6,64.75E-9,2.997
8.006E-6,63.87E-9,2.994
8.010E-6,64.36E-9,2.990
8.013E-6,63.57E-9,2.987
8.014E-6,64.08E-9,2.986
8.015E-6,63.59E-9,2.985
8.015E-6,63.85E-9,2.985
8.015E-6,63.67E-9,2.985
8.015E-6,63.75E-9,2.985
8.016E-6,63.68E-9,2.984
8.016E-6,63.71E-9,2.984
8.016E-6,63.69E-9,2.984
8.016E-6,63.70E-9,2.984
8.016E-6,63.69E-9,2.984
8.016E-6,63.69E-9,2.984
8.016E-6,63.69E-9,2.984
8.016E-6,63.69E-9,2.984
8.016E-6,63.69E-9,2.984
8.016E-6,63.69E-9,2.984
8.016E-6,63.68E-9,2.984
8.016E-6,63.68E-9,2.984
8.016E-6,63.68E-9,2.984
8.016E-6,63.68E-9,2.984
8.016E-6,63.68E-9,2.984
8.016E-6,63.68E-9,2.984
8.016E-6,63.68E-9,2.984
8.016E-6,63.68E-9,2.984
8.016E-6,63.67E-9,2.984
8.016E-6,63.67E-9,2.984
8.016E-6,63.67E-9,2.984
8.017E-6,63.67E-9,2.983
8.017E-6,63.67E-9,2.983
8.017E-6,63.67E-9,2.983
8.017E-6,63.67E-9,2.983
8.017E-6,63.67E-9,2.983
8.017E-6,63.66E-9,2.983
8.017E-6,63.66E-9,2.983
8.017E-6,63.66E-9,2.983
8.017E-6,63.66E-9,2.983
8.017E-6,63.66E-9,2.983
8.017E-6,63.66E-9,2.983
8.017E-6,63.65E-9,2.983
8.017E-6,63.65E-9,2.983
8.017E-6,63.65E-9,2.983
8.017E-6,63.65E-9,2.983
8.017E-6,63.65E-9,2.983
8.017E-6,63.65E-9,2.983
8.017E-6,63.64E-9,2.983
8.017E-6,63.61E-9,2.983
8.017E-6,63.60E-9,2.983
8.017E-6,63.60E-9,2.983
8.017E-6,63.61E-9,2.983
8.017E-6,63.60E-9,2.983
8.017E-6,63.58E-9,2.983
8.017E-6,63.65E-9,2.983
8.017E-6,63.64E-9,2.983
8.018E-6,63.66E-9,2.982
8.018E-6,63.70E-9,2.982
8.018E-6,63.78E-9,2.982
8.018E-6,63.91E-9,2.982
8.018E-6,64.03E-9,2.982
8.018E-6,64.03E-9,2.982
8.018E-6,63.93E-9,2.982
8.018E-6,63.70E-9,2.982
8.018E-6,63.51E-9,2.982
8.018E-6,63.36E-9,2.982
8.018E-6,63.29E-9,2.982
8.018E-6,63.25E-9,2.982
8.018E-6,63.23E-9,2.982
8.018E-6,63.20E-9,2.982
8.018E-6,63.24E-9,2.982
8.018E-6,63.37E-9,2.982
8.018E-6,63.47E-9,2.982
8.018E-6,63.55E-9,2.982
8.018E-6,63.59E-9,2.982
8.018E-6,63.59E-9,2.982
8.018E-6,63.47E-9,2.982
8.018E-6,63.75E-9,2.982
8.018E-6,65.26E-9,2.982
8.018E-6,67.20E-9,2.982
8.018E-6,68.94E-9,2.982
8.018E-6,69.69E-9,2.982
8.018E-6,69.97E-9,2.982
8.018E-6,70.60E-9,2.982
8.018E-6,73.10E-9,2.982
8.018E-6,76.98E-9,2.982
8.018E-6,79.50E-9,2.982
8.018E-6,77.03E-9,2.982
8.019E-6,66.71E-9,2.981
8.019E-6,47.37E-9,2.981
8.019E-6,19.53E-9,2.981
8.019E-6,2.840E-9,2.981
8.019E-6,2.873E-9,2.981
8.019E-6,5.471E-9,2.981
8.019E-6,2.004E-9,2.981
8.019E-6,-12.82E-9,2.981
8.019E-6,-39.19E-9,2.981
8.019E-6,-61.26E-9,2.981
8.019E-6,-70.71E-9,2.981
8.019E-6,42.88E-9,2.981
8.019E-6,247.9E-9,2.981
8.019E-6,505.8E-9,2.981
8.019E-6,828.4E-9,2.981
8.019E-6,1.131E-6,2.981
8.019E-6,1.399E-6,2.981
8.019E-6,1.661E-6,2.981
8.019E-6,1.985E-6,2.981
8.019E-6,2.306E-6,2.981
8.019E-6,2.680E-6,2.981
8.019E-6,2.699E-6,2.981
8.019E-6,1.826E-6,2.981
8.019E-6,193.2E-9,2.981
8.019E-6,-2.341E-6,2.981
8.019E-6,-3.771E-6,2.981
8.019E-6,-5.522E-6,2.981
8.019E-6,-6.879E-6,2.981
8.019E-6,-8.800E-6,2.981
8.019E-6,-11.07E-6,2.981
8.019E-6,-15.16E-6,2.981
8.019E-6,-19.69E-6,2.981
8.019E-6,-20.11E-6,2.981
8.019E-6,-11.57E-6,2.981
8.019E-6,4.730E-6,2.981
8.019E-6,33.93E-6,2.981
8.019E-6,68.12E-6,2.981
8.020E-6,103.5E-6,2.980
8.020E-6,153.3E-6,2.980
8.020E-6,212.6E-6,2.980
8.020E-6,267.0E-6,2.980
8.020E-6,337.2E-6,2.980
8.020E-6,388.5E-6,2.980
8.020E-6,382.7E-6,2.980
8.020E-6,280.2E-6,2.980
8.020E-6,69.46E-6,2.980
8.020E-6,-162.1E-6,2.980
8.020E-6,-405.8E-6,2.980
8.020E-6,-840.5E-6,2.980
8.020E-6,-1.429E-3,2.980
8.020E-6,-2.084E-3,2.980
8.020E-6,-2.545E-3,2.980
8.020E-6,-2.351E-3,2.980
8.020E-6,-1.183E-3,2.980
8.020E-6,824.9E-6,2.980
8.020E-6,3.702E-3,2.980
8.020E-6,7.216E-3,2.980
8.020E-6,11.24E-3,2.980
8.020E-6,15.92E-3,2.980
8.020E-6,21.26E-3,2.980
8.020E-6,28.33E-3,2.980
8.020E-6,36.07E-3,2.980
8.020E-6,45.11E-3,2.980
8.020E-6,50.81E-3,2.980
8.020E-6,57.11E-3,2.980
8.020E-6,63.52E-3,2.980
8.020E-6,72.54E-3,2.980
8.020E-6,79.96E-3,2.980
8.020E-6,87.89E-3,2.980
8.020E-6,96.88E-3,2.980
8.020E-6,104.7E-3,2.980
8.020E-6,113.1E-3,2.980
8.021E-6,121.4E-3,2.979
8.021E-6,129.7E-3,2.979
8.021E-6,137.9E-3,2.979
8.021E-6,148.6E-3,2.979
8.021E-6,158.8E-3,2.979
8.021E-6,170.9E-3,2.979
8.021E-6,181.8E-3,2.979
8.021E-6,197.2E-3,2.979
8.021E-6,210.4E-3,2.979
8.021E-6,220.6E-3,2.979
8.021E-6,231.5E-3,2.979
8.021E-6,241.0E-3,2.979
8.021E-6,252.0E-3,2.979
8.021E-6,266.4E-3,2.979
8.021E-6,286.1E-3,2.979
8.021E-6,307.0E-3,2.979
8.021E-6,325.9E-3,2.979
8.021E-6,341.4E-3,2.979
8.021E-6,356.5E-3,2.979
8.021E-6,371.8E-3,2.979
8.021E-6,384.4E-3,2.979
8.021E-6,402.7E-3,2.979
8.022E-6,417.7E-3,2.978
8.022E-6,435.9E-3,2.978
8.022E-6,456.8E-3,2.978
8.022E-6,476.1E-3,2.978
8.022E-6,492.2E-3,2.978
8.022E-6,506.4E-3,2.978
8.022E-6,522.4E-3,2.978
8.022E-6,538.8E-3,2.978
8.022E-6,560.2E-3,2.978
8.022E-6,587.0E-3,2.978
8.022E-6,604.6E-3,2.978
8.022E-6,620.3E-3,2.978
8.022E-6,637.6E-3,2.978
8.022E-6,650.2E-3,2.978
8.022E-6,670.1E-3,2.978
8.022E-6,685.3E-3,2.978
8.022E-6,705.6E-3,2.978
8.023E-6,728.5E-3,2.977
8.023E-6,745.2E-3,2.977
8.023E-6,759.2E-3,2.977
8.023E-6,778.3E-3,2.977
8.023E-6,793.8E-3,2.977
8.023E-6,814.3E-3,2.977
8.023E-6,838.2E-3,2.977
8.023E-6,857.0E-3,2.977
8.023E-6,873.4E-3,2.977
8.023E-6,891.1E-3,2.977
8.023E-6,903.8E-3,2.977
8.023E-6,922.4E-3,2.977
8.023E-6,937.2E-3,2.977
8.023E-6,956.1E-3,2.977
8.023E-6,977.7E-3,2.977
8.024E-6,1.009,2.976
8.024E-6,1.049,2.976
8.024E-6,1.091,2.976
8.024E-6,1.140,2.976
8.024E-6,1.195,2.976
8.024E-6,1.237,2.976
8.024E-6,1.293,2.976
8.025E-6,1.364,2.975
8.025E-6,1.435,2.975
8.025E-6,1.520,2.975
8.026E-6,1.620,2.974
8.026E-6,1.747,2.974
8.027E-6,1.909,2.973
8.027E-6,2.132,2.973
8.029E-6,2.450,2.971
8.030E-6,2.880,2.970
8.032E-6,3.253,2.968
8.034E-6,3.602,2.966
8.036E-6,3.970,2.964
8.039E-6,4.251,2.961
8.041E-6,4.465,2.959
8.044E-6,4.624,2.956
8.046E-6,4.752,2.954
8.050E-6,4.852,2.950
8.054E-6,4.926,2.946
8.059E-6,4.967,2.941
8.065E-6,4.988,2.935
8.072E-6,4.997,2.928
8.082E-6,4.999,2.918
8.095E-6,5.000,2.905
8.116E-6,5.000,2.884
8.153E-6,5.000,2.847
8.162E-6,5.000,2.838
8.180E-6,5.000,2.820
8.187E-6,5.000,2.813
8.202E-6,5.000,2.798
8.231E-6,5.000,2.769
8.269E-6,5.000,2.731
8.328E-6,5.000,2.672
8.420E-6,5.000,2.580
8.549E-6,5.000,2.451
8.746E-6,5.000,2.254
8.809E-6,5.000,2.191
8.905E-6,5.000,2.095
8.928E-6,5.000,2.072
8.964E-6,5.000,2.036
8.982E-6,5.000,2.018
8.987E-6,5.000,2.013
8.993E-6,5.000,2.007
9.000E-6,5.000,2.000
9.002E-6,5.000,2.000
9.006E-6,5.000,2.000
9.010E-6,5.000,2.000
9.014E-6,5.000,2.000
9.017E-6,5.000,2.000
9.022E-6,5.000,2.000
9.027E-6,5.000,2.000
9.033E-6,5.000,2.000
9.041E-6,5.000,2.000
9.049E-6,5.000,2.000
9.060E-6,5.000,2.000
9.072E-6,5.000,2.000
9.085E-6,5.000,2.000
9.100E-6,5.000,2.000
9.120E-6,5.000,2.000
9.147E-6,5.000,2.000
9.184E-6,5.000,2.000
9.246E-6,5.000,2.000
9.328E-6,5.000,2.000
9.492E-6,5.000,2.000
9.748E-6,5.000,2.000
10.00E-6,5.000,2.000
10.00E-6,5.000,2.003
10.00E-6,5.000,2.004
10.01E-6,5.000,2.007
10.01E-6,5.000,2.010
10.01E-6,5.000,2.015
10.02E-6,5.000,2.019
10.02E-6,5.000,2.020
10.02E-6,5.000,2.022
10.02E-6,5.000,2.024
10.02E-6,5.000,2.024
10.03E-6,5.000,2.025
10.03E-6,5.000,2.026
10.03E-6,5.000,2.029
10.03E-6,5.000,2.032
10.03E-6,5.000,2.033
10.04E-6,5.000,2.036
10.04E-6,5.000,2.037
10.04E-6,5.000,2.038
10.04E-6,5.000,2.040
10.04E-6,5.000,2.043
10.05E-6,5.000,2.049
10.06E-6,5.000,2.061
10.07E-6,5.000,2.065
10.07E-6,5.000,2.075
10.08E-6,5.000,2.078
10.08E-6,5.000,2.083
10.09E-6,5.000,2.092
10.10E-6,5.000,2.101
10.12E-6,5.000,2.118
10.15E-6,5.000,2.152
10.20E-6,5.000,2.196
10.27E-6,5.000,2.266
10.37E-6,5.000,2.365
10.40E-6,5.000,2.399
10.47E-6,5.000,2.467
10.60E-6,5.000,2.602
10.67E-6,5.000,2.670
10.80E-6,5.000,2.805
10.84E-6,5.000,2.845
10.88E-6,5.000,2.875
10.91E-6,5.000,2.907
10.94E-6,5.000,2.943
10.97E-6,5.000,2.969
10.98E-6,5.000,2.975
10.98E-6,5.000,2.982
10.99E-6,5.000,2.988
10.99E-6,5.000,2.994
11.00E-6,5.000,2.996
11.00E-6,5.000,2.996
11.00E-6,5.000,2.998
11.00E-6,5.000,2.999
11.00E-6,5.000,2.999
11.00E-6,5.000,3.000
11.00E-6,5.000,3.000
11.00E-6,5.000,3.000
11.00E-6,5.000,3.000
11.00E-6,5.000,3.000
11.00E-6,5.000,3.000
11.00E-6,5.000,3.000
11.00E-6,5.000,3.000
11.00E-6,5.000,3.000
11.00E-6,5.000,3.000
11.00E-6,5.000,3.000
11.00E-6,5.000,3.000
11.00E-6,5.000,3.000
11.00E-6,5.000,3.000
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.001
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.002
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.003
11.00E-6,5.000,3.004
11.00E-6,5.000,3.004
11.00E-6,5.000,3.004
11.00E-6,5.000,3.004
11.00E-6,5.000,3.004
11.00E-6,5.001,3.004
11.00E-6,5.001,3.004
11.00E-6,5.001,3.004
11.00E-6,5.001,3.004
11.00E-6,5.002,3.004
11.00E-6,5.002,3.004
11.00E-6,5.002,3.004
11.00E-6,5.001,3.004
11.00E-6,4.997,3.004
11.00E-6,4.992,3.004
11.00E-6,4.984,3.004
11.00E-6,4.976,3.004
11.00E-6,4.968,3.004
11.00E-6,4.958,3.004
11.00E-6,4.947,3.004
11.00E-6,4.929,3.004
11.00E-6,4.905,3.005
11.00E-6,4.866,3.005
11.00E-6,4.820,3.005
11.00E-6,4.761,3.005
11.01E-6,4.686,3.005
11.01E-6,4.620,3.005
11.01E-6,4.551,3.005
11.01E-6,4.444,3.006
11.01E-6,4.332,3.006
11.01E-6,4.208,3.006
11.01E-6,4.063,3.006
11.01E-6,3.883,3.007
11.01E-6,3.652,3.007
11.01E-6,3.346,3.008
11.01E-6,2.912,3.009
11.01E-6,2.249,3.011
11.01E-6,1.341,3.013
11.01E-6,867.6E-3,3.015
11.02E-6,487.0E-3,3.017
11.02E-6,251.7E-3,3.019
11.02E-6,124.9E-3,3.022
11.02E-6,60.78E-3,3.024
11.03E-6,26.58E-3,3.027
11.03E-6,9.525E-3,3.030
11.03E-6,2.355E-3,3.034
11.04E-6,454.4E-6,3.038
11.04E-6,60.21E-6,3.043
11.05E-6,4.793E-6,3.050
11.06E-6,1.315E-6,3.057
11.07E-6,1.227E-6,3.067
11.08E-6,859.6E-9,3.081
11.10E-6,736.3E-9,3.095
11.11E-6,558.9E-9,3.113
11.13E-6,500.6E-9,3.130
11.17E-6,348.0E-9,3.165
11.21E-6,295.3E-9,3.210
11.30E-6,176.0E-9,3.296
11.40E-6,160.3E-9,3.397
11.43E-6,115.9E-9,3.434
11.51E-6,130.3E-9,3.509
11.66E-6,74.56E-9,3.658
11.82E-6,91.52E-9,3.817
11.86E-6,56.27E-9,3.863
11.91E-6,85.00E-9,3.911
11.96E-6,50.86E-9,3.955
11.96E-6,81.34E-9,3.961
11.97E-6,50.86E-9,3.972
11.98E-6,79.80E-9,3.981
11.99E-6,50.53E-9,3.989
11.99E-6,77.02E-9,3.991
11.99E-6,52.98E-9,3.993
12.00E-6,75.01E-9,3.995
12.00E-6,55.00E-9,3.997
12.00E-6,72.78E-9,3.998
12.00E-6,60.33E-9,3.998
12.00E-6,66.27E-9,3.999
12.00E-6,63.04E-9,3.999
12.00E-6,64.33E-9,3.999
12.00E-6,64.77E-9,3.999
12.00E-6,64.92E-9,3.999
12.00E-6,63.87E-9,3.999
12.00E-6,61.88E-9,3.999
12.00E-6,60.06E-9,3.999
12.00E-6,54.62E-9,3.999
12.00E-6,34.46E-9,3.999
12.00E-6,2.382E-9,3.999
12.00E-6,-42.07E-9,4.000
12.00E-6,-82.79E-9,4.000
12.00E-6,163.7E-9,4.000
12.00E-6,608.6E-9,4.000
12.00E-6,1.438E-6,4.000
12.00E-6,2.374E-6,4.000
12.00E-6,3.046E-6,4.000
12.00E-6,466.3E-9,4.000
12.00E-6,-3.743E-6,4.000
12.00E-6,-8.061E-6,4.000
12.00E-6,-12.99E-6,4.000
12.00E-6,-17.19E-6,4.000
12.00E-6,-19.34E-6,4.000
12.00E-6,-19.83E-6,4.000
12.00E-6,-19.83E-6,4.000
12.00E-6,-19.53E-6,4.000
12.00E-6,-19.63E-6,4.000
12.00E-6,-19.28E-6,4.000
12.00E-6,-17.29E-6,4.000
12.00E-6,-13.28E-6,4.000
12.00E-6,-8.686E-6,4.000
12.00E-6,-1.815E-6,4.000
12.00E-6,5.267E-6,4.000
12.00E-6,16.24E-6,4.000
12.00E-6,31.26E-6,4.000
12.00E-6,50.55E-6,4.000
12.00E-6,77.01E-6,4.000
12.00E-6,116.4E-6,4.000
12.00E-6,189.0E-6,4.000
12.00E-6,310.1E-6,4.000
12.00E-6,394.7E-6,4.000
12.00E-6,326.5E-6,4.000
12.00E-6,160.2E-6,4.000
12.00E-6,-99.18E-6,4.000
12.00E-6,-417.1E-6,4.000
12.00E-6,-952.9E-6,4.000
12.00E-6,-1.572E-3,4.000
12.00E-6,-2.285E-3,4.000
12.00E-6,-2.355E-3,4.000
12.00E-6,-958.3E-6,4.000
12.00E-6,2.053E-3,4.000
12.00E-6,5.505E-3,4.000
12.00E-6,9.863E-3,4.000
12.00E-6,14.10E-3,4.000
12.00E-6,19.28E-3,4.000
12.00E-6,26.77E-3,4.000
12.00E-6,37.76E-3,4.000
12.00E-6,48.95E-3,4.000
12.00E-6,61.92E-3,4.000
12.00E-6,74.04E-3,4.000
12.00E-6,87.43E-3,4.000
12.00E-6,100.3E-3,4.000
12.00E-6,112.7E-3,4.000
12.00E-6,123.1E-3,4.000
12.00E-6,134.0E-3,4.000
12.00E-6,145.5E-3,4.000
12.00E-6,156.7E-3,4.000
12.00E-6,165.3E-3,4.000
12.00E-6,176.6E-3,4.000
12.00E-6,185.1E-3,4.000
12.00E-6,193.2E-3,4.000
12.00E-6,205.2E-3,4.000
12.00E-6,217.0E-3,4.000
12.00E-6,227.5E-3,4.000
12.00E-6,238.2E-3,4.000
12.00E-6,248.4E-3,4.000
12.00E-6,258.4E-3,4.000
12.00E-6,267.1E-3,4.000
12.00E-6,274.7E-3,4.000
12.00E-6,282.7E-3,4.000
12.00E-6,291.9E-3,4.000
12.00E-6,300.8E-3,4.000
12.00E-6,312.8E-3,4.000
12.00E-6,322.5E-3,4.000
12.00E-6,333.5E-3,4.000
12.00E-6,341.9E-3,4.000
12.00E-6,348.5E-3,4.000
12.00E-6,356.0E-3,4.000
12.00E-6,363.8E-3,4.000
12.00E-6,374.2E-3,4.000
12.00E-6,384.2E-3,4.000
12.00E-6,395.0E-3,4.000
12.00E-6,405.0E-3,4.000
12.00E-6,414.7E-3,4.000
12.00E-6,425.2E-3,4.000
12.00E-6,434.3E-3,4.000
12.00E-6,445.1E-3,4.000
12.00E-6,454.5E-3,4.000
12.00E-6,465.0E-3,4.000
12.00E-6,474.1E-3,4.000
12.00E-6,482.7E-3,4.000
12.00E-6,490.3E-3,4.000
12.00E-6,498.1E-3,4.000
12.00E-6,506.9E-3,4.000
12.00E-6,514.7E-3,4.000
12.00E-6,523.5E-3,4.000
12.00E-6,531.7E-3,4.000
12.00E-6,540.1E-3,4.000
12.00E-6,550.9E-3,4.000
12.00E-6,563.7E-3,4.000
12.00E-6,574.5E-3,4.000
12.00E-6,585.5E-3,4.000
12.00E-6,598.1E-3,4.000
12.00E-6,607.0E-3,4.000
12.00E-6,616.4E-3,4.000
12.00E-6,627.0E-3,4.000
12.00E-6,635.7E-3,4.000
12.00E-6,646.0E-3,4.000
12.00E-6,657.7E-3,4.000
12.00E-6,666.7E-3,4.000
12.00E-6,679.0E-3,4.000
12.00E-6,690.9E-3,4.000
12.00E-6,704.7E-3,4.000
12.00E-6,715.6E-3,4.000
12.00E-6,725.1E-3,4.000
12.00E-6,736.4E-3,4.000
12.00E-6,744.7E-3,4.000
12.00E-6,754.8E-3,4.000
12.00E-6,762.7E-3,4.000
12.00E-6,770.6E-3,4.000
12.00E-6,778.3E-3,4.000
12.00E-6,787.9E-3,4.000
12.00E-6,797.6E-3,4.000
12.00E-6,807.9E-3,4.000
12.00E-6,817.5E-3,4.000
12.00E-6,827.3E-3,4.000
12.00E-6,839.1E-3,4.000
12.00E-6,852.8E-3,4.000
12.00E-6,866.7E-3,4.000
12.00E-6,880.6E-3,4.000
12.00E-6,893.4E-3,4.000
12.00E-6,901.3E-3,4.000
12.00E-6,909.1E-3,4.000
12.00E-6,915.8E-3,4.000
12.00E-6,922.7E-3,4.000
12.00E-6,928.0E-3,4.000
12.00E-6,935.8E-3,4.000
12.00E-6,942.3E-3,4.000
12.00E-6,949.7E-3,4.000
12.00E-6,955.3E-3,4.000
12.00E-6,960.6E-3,4.000
12.00E-6,965.4E-3,4.000
12.00E-6,969.4E-3,4.000
12.00E-6,972.2E-3,4.000
12.00E-6,973.5E-3,4.000
12.00E-6,973.4E-3,4.000
12.00E-6,972.1E-3,4.000
12.00E-6,969.4E-3,4.000
12.00E-6,965.5E-3,4.000
12.00E-6,961.7E-3,4.000
12.00E-6,957.4E-3,4.000
12.00E-6,952.3E-3,4.000
12.00E-6,946.6E-3,4.000
12.00E-6,941.1E-3,4.000
12.00E-6,935.2E-3,4.000
12.00E-6,929.2E-3,4.000
12.00E-6,922.2E-3,4.000
12.00E-6,915.1E-3,4.000
12.00E-6,907.9E-3,4.000
12.00E-6,901.4E-3,4.000
12.00E-6,892.5E-3,4.000
12.00E-6,885.5E-3,4.000
12.00E-6,879.2E-3,4.000
12.00E-6,874.2E-3,4.000
12.00E-6,868.9E-3,4.000
12.00E-6,862.7E-3,4.000
12.00E-6,857.4E-3,4.000
12.01E-6,851.7E-3,4.000
12.01E-6,846.1E-3,4.000
12.01E-6,840.4E-3,4.000
12.01E-6,833.2E-3,4.000
12.01E-6,825.1E-3,4.000
12.01E-6,817.7E-3,4.000
12.01E-6,807.8E-3,4.000
12.01E-6,798.4E-3,4.000
12.01E-6,791.0E-3,4.000
12.01E-6,784.2E-3,4.000
12.01E-6,776.3E-3,4.000
12.01E-6,769.9E-3,4.000
12.01E-6,760.9E-3,4.000
12.01E-6,746.7E-3,4.000
12.01E-6,729.5E-3,4.000
12.01E-6,710.7E-3,4.000
12.01E-6,690.8E-3,4.000
12.01E-6,675.9E-3,4.000
12.01E-6,665.2E-3,4.000
12.01E-6,656.0E-3,4.000
12.01E-6,646.9E-3,4.000
12.01E-6,636.3E-3,4.000
12.01E-6,622.9E-3,4.000
12.01E-6,604.8E-3,4.000
12.01E-6,581.8E-3,4.000
12.01E-6,559.1E-3,4.000
12.01E-6,533.4E-3,4.000
12.01E-6,508.2E-3,4.000
12.01E-6,488.1E-3,4.000
12.01E-6,460.6E-3,4.000
12.01E-6,430.1E-3,4.000
12.01E-6,400.6E-3,4.000
12.01E-6,367.9E-3,4.000
12.01E-6,332.0E-3,4.000
12.01E-6,290.6E-3,4.000
12.01E-6,244.1E-3,4.000
12.01E-6,190.2E-3,4.000
12.01E-6,129.8E-3,4.000
12.01E-6,63.40E-3,4.000
12.02E-6,28.12E-3,4.000
12.02E-6,13.48E-3,4.000
12.02E-6,6.431E-3,4.000
12.02E-6,2.798E-3,4.000
12.03E-6,968.6E-6,4.000
12.03E-6,231.5E-6,4.000
12.04E-6,51.34E-6,4.000
12.04E-6,9.829E-6,4.000
12.05E-6,2.352E-6,4.000
12.05E-6,1.330E-6,4.000
12.06E-6,1.091E-6,4.000
12.07E-6,863.8E-9,4.000
12.09E-6,660.1E-9,4.000
12.12E-6,467.3E-9,4.000
12.19E-6,291.7E-9,4.000
12.29E-6,186.2E-9,4.000
12.44E-6,125.6E-9,4.000
12.66E-6,89.02E-9,4.000
13.00E-6,62.54E-9,4.000
13.00E-6,62.86E-9,3.997
13.01E-6,63.51E-9,3.992
13.01E-6,63.52E-9,3.990
13.01E-6,63.34E-9,3.986
13.02E-6,63.31E-9,3.985
13.02E-6,63.26E-9,3.984
13.02E-6,63.21E-9,3.982
13.02E-6,63.20E-9,3.982
13.02E-6,63.18E-9,3.982
13.02E-6,63.16E-9,3.982
13.02E-6,63.13E-9,3.981
