time (s),v("/S0" ?result "tran") (V),v("/Vin" ?result "tran") (V)
4.996E-6,168.5E-9,4.996
4.996E-6,194.3E-9,4.996
4.996E-6,232.0E-9,4.996
4.996E-6,254.0E-9,4.996
4.996E-6,217.4E-9,4.996
4.996E-6,107.5E-9,4.996
4.996E-6,-91.62E-9,4.996
4.996E-6,-243.2E-9,4.996
4.996E-6,-1.082E-6,4.996
4.996E-6,-2.938E-6,4.996
4.996E-6,-5.697E-6,4.996
4.996E-6,-9.699E-6,4.996
4.996E-6,-15.00E-6,4.996
4.996E-6,-16.70E-6,4.996
4.996E-6,-10.16E-6,4.996
4.996E-6,3.526E-6,4.996
4.996E-6,30.67E-6,4.996
4.996E-6,63.08E-6,4.996
4.996E-6,92.67E-6,4.996
4.996E-6,144.9E-6,4.996
4.996E-6,210.6E-6,4.996
4.996E-6,285.5E-6,4.996
4.996E-6,328.2E-6,4.996
4.996E-6,291.7E-6,4.996
4.996E-6,155.1E-6,4.996
4.996E-6,-98.54E-6,4.996
4.996E-6,-458.2E-6,4.996
4.996E-6,-846.3E-6,4.996
4.996E-6,-1.235E-3,4.996
4.996E-6,-1.637E-3,4.996
4.996E-6,-2.137E-3,4.996
4.996E-6,-2.463E-3,4.996
4.996E-6,-2.817E-3,4.996
4.996E-6,-3.199E-3,4.996
4.996E-6,-3.516E-3,4.996
4.996E-6,-3.842E-3,4.996
4.996E-6,-4.121E-3,4.996
4.996E-6,-4.232E-3,4.996
4.997E-6,-3.878E-3,4.997
4.997E-6,-2.989E-3,4.997
4.997E-6,-1.963E-3,4.997
4.997E-6,-53.35E-6,4.997
4.997E-6,2.462E-3,4.997
4.997E-6,6.052E-3,4.997
4.997E-6,9.756E-3,4.997
4.997E-6,13.91E-3,4.997
4.997E-6,19.07E-3,4.997
4.997E-6,24.76E-3,4.997
4.997E-6,30.93E-3,4.997
4.997E-6,37.71E-3,4.997
4.997E-6,44.75E-3,4.997
4.997E-6,51.01E-3,4.997
4.997E-6,56.76E-3,4.997
4.997E-6,64.29E-3,4.997
4.997E-6,71.25E-3,4.997
4.997E-6,79.89E-3,4.997
4.997E-6,86.99E-3,4.997
4.997E-6,94.26E-3,4.997
4.997E-6,102.1E-3,4.997
4.997E-6,111.6E-3,4.997
4.997E-6,120.2E-3,4.997
4.997E-6,130.3E-3,4.997
4.997E-6,139.2E-3,4.997
4.997E-6,148.1E-3,4.997
4.997E-6,155.4E-3,4.997
4.997E-6,161.8E-3,4.997
4.997E-6,169.0E-3,4.997
4.997E-6,175.9E-3,4.997
4.997E-6,184.1E-3,4.997
4.997E-6,191.3E-3,4.997
4.997E-6,198.3E-3,4.997
4.997E-6,205.8E-3,4.997
4.997E-6,214.0E-3,4.997
4.997E-6,220.8E-3,4.997
4.997E-6,227.0E-3,4.997
4.997E-6,233.9E-3,4.997
4.998E-6,241.2E-3,4.998
4.998E-6,248.5E-3,4.998
4.998E-6,255.6E-3,4.998
4.998E-6,261.9E-3,4.998
4.998E-6,268.2E-3,4.998
4.998E-6,276.8E-3,4.998
4.998E-6,284.5E-3,4.998
4.998E-6,293.8E-3,4.998
4.998E-6,304.3E-3,4.998
4.998E-6,312.3E-3,4.998
4.998E-6,318.7E-3,4.998
4.998E-6,326.7E-3,4.998
4.998E-6,333.8E-3,4.998
4.998E-6,342.2E-3,4.998
4.998E-6,351.1E-3,4.998
4.998E-6,360.4E-3,4.998
4.998E-6,368.9E-3,4.998
4.998E-6,378.1E-3,4.998
4.998E-6,386.7E-3,4.998
4.998E-6,393.4E-3,4.998
4.998E-6,400.3E-3,4.998
4.998E-6,409.4E-3,4.998
4.998E-6,416.9E-3,4.998
4.998E-6,423.4E-3,4.998
4.998E-6,429.6E-3,4.998
4.998E-6,436.0E-3,4.998
4.998E-6,441.6E-3,4.998
4.998E-6,449.3E-3,4.998
4.998E-6,456.2E-3,4.998
4.998E-6,463.2E-3,4.998
4.998E-6,470.4E-3,4.998
4.998E-6,477.8E-3,4.998
4.998E-6,484.5E-3,4.998
4.998E-6,491.5E-3,4.998
4.998E-6,498.2E-3,4.998
4.998E-6,506.8E-3,4.998
4.998E-6,513.3E-3,4.998
4.998E-6,519.4E-3,4.998
4.998E-6,529.1E-3,4.998
4.999E-6,536.8E-3,4.999
4.999E-6,544.7E-3,4.999
4.999E-6,553.6E-3,4.999
4.999E-6,561.6E-3,4.999
4.999E-6,569.7E-3,4.999
4.999E-6,578.6E-3,4.999
4.999E-6,586.6E-3,4.999
4.999E-6,594.3E-3,4.999
4.999E-6,601.2E-3,4.999
4.999E-6,609.1E-3,4.999
4.999E-6,615.9E-3,4.999
4.999E-6,621.2E-3,4.999
4.999E-6,627.3E-3,4.999
4.999E-6,633.9E-3,4.999
4.999E-6,639.7E-3,4.999
4.999E-6,645.0E-3,4.999
4.999E-6,651.1E-3,4.999
4.999E-6,656.7E-3,4.999
4.999E-6,662.3E-3,4.999
4.999E-6,666.8E-3,4.999
4.999E-6,670.3E-3,4.999
4.999E-6,673.1E-3,4.999
4.999E-6,675.6E-3,4.999
4.999E-6,677.4E-3,4.999
4.999E-6,678.3E-3,4.999
4.999E-6,678.6E-3,4.999
4.999E-6,678.4E-3,4.999
4.999E-6,677.8E-3,4.999
4.999E-6,676.6E-3,4.999
4.999E-6,675.2E-3,4.999
4.999E-6,673.4E-3,4.999
4.999E-6,671.4E-3,4.999
4.999E-6,669.0E-3,4.999
4.999E-6,666.6E-3,4.999
4.999E-6,663.7E-3,4.999
4.999E-6,660.0E-3,4.999
4.999E-6,656.0E-3,4.999
5.000E-6,652.6E-3,5.000
5.000E-6,648.1E-3,5.000
5.000E-6,644.4E-3,5.000
5.000E-6,639.8E-3,5.000
5.000E-6,635.4E-3,5.000
5.000E-6,631.7E-3,5.000
5.000E-6,627.0E-3,5.000
5.000E-6,623.3E-3,5.000
5.000E-6,620.1E-3,5.000
5.000E-6,616.7E-3,5.000
5.000E-6,613.8E-3,5.000
5.000E-6,610.6E-3,5.000
5.000E-6,606.7E-3,5.000
5.000E-6,602.9E-3,5.000
5.000E-6,599.4E-3,5.000
5.000E-6,596.1E-3,5.000
5.000E-6,592.5E-3,5.000
5.000E-6,589.2E-3,5.000
5.000E-6,586.5E-3,5.000
5.000E-6,584.2E-3,5.000
5.000E-6,582.0E-3,5.000
5.000E-6,580.1E-3,5.000
5.000E-6,576.9E-3,5.000
5.000E-6,574.6E-3,5.000
5.000E-6,571.1E-3,5.000
5.000E-6,567.9E-3,5.000
5.000E-6,563.5E-3,5.000
5.000E-6,559.1E-3,5.000
5.000E-6,554.8E-3,5.000
5.000E-6,551.7E-3,5.000
5.000E-6,548.4E-3,5.000
5.000E-6,544.2E-3,5.000
5.000E-6,540.4E-3,5.000
5.000E-6,536.2E-3,5.000
5.000E-6,531.0E-3,5.000
5.000E-6,526.4E-3,5.000
5.000E-6,522.2E-3,5.000
5.000E-6,517.3E-3,5.000
5.000E-6,513.4E-3,5.000
5.001E-6,509.3E-3,5.000
5.001E-6,505.1E-3,5.000
5.001E-6,499.8E-3,5.000
5.001E-6,495.6E-3,5.000
5.001E-6,491.3E-3,5.000
5.001E-6,487.2E-3,5.000
5.001E-6,482.8E-3,5.000
5.001E-6,478.0E-3,5.000
5.001E-6,474.3E-3,5.000
5.001E-6,471.6E-3,5.000
5.001E-6,467.6E-3,5.000
5.001E-6,464.4E-3,5.000
5.001E-6,460.4E-3,5.000
5.001E-6,456.9E-3,5.000
5.001E-6,453.3E-3,5.000
5.001E-6,449.3E-3,5.000
5.001E-6,445.8E-3,5.000
5.001E-6,442.3E-3,5.000
5.001E-6,439.2E-3,5.000
5.001E-6,436.1E-3,5.000
5.001E-6,433.3E-3,5.000
5.001E-6,430.3E-3,5.000
5.001E-6,427.0E-3,5.000
5.001E-6,423.8E-3,5.000
5.001E-6,420.5E-3,5.000
5.001E-6,417.2E-3,5.000
5.001E-6,414.0E-3,5.000
5.001E-6,411.2E-3,5.000
5.001E-6,409.0E-3,5.000
5.001E-6,405.6E-3,5.000
5.001E-6,402.7E-3,5.000
5.001E-6,399.3E-3,5.000
5.001E-6,396.5E-3,5.000
5.001E-6,393.3E-3,5.000
5.002E-6,390.3E-3,5.000
5.002E-6,387.3E-3,5.000
5.002E-6,384.8E-3,5.000
5.002E-6,382.4E-3,5.000
5.002E-6,379.8E-3,5.000
5.002E-6,377.8E-3,5.000
5.002E-6,375.7E-3,5.000
5.002E-6,372.9E-3,5.000
5.002E-6,370.3E-3,5.000
5.002E-6,367.0E-3,5.000
5.002E-6,364.3E-3,5.000
5.002E-6,361.9E-3,5.000
5.002E-6,359.4E-3,5.000
5.002E-6,357.0E-3,5.000
5.002E-6,354.0E-3,5.000
5.002E-6,351.7E-3,5.000
5.002E-6,349.3E-3,5.000
5.002E-6,347.3E-3,5.000
5.002E-6,345.7E-3,5.000
5.002E-6,344.7E-3,5.000
5.002E-6,344.4E-3,5.000
5.002E-6,344.7E-3,5.000
5.002E-6,345.5E-3,5.000
5.002E-6,346.7E-3,5.000
5.002E-6,348.4E-3,5.000
5.002E-6,350.6E-3,5.000
5.002E-6,353.6E-3,5.000
5.002E-6,357.6E-3,5.000
5.002E-6,362.4E-3,5.000
5.002E-6,367.0E-3,5.000
5.002E-6,372.0E-3,5.000
5.002E-6,377.8E-3,5.000
5.002E-6,382.3E-3,5.000
5.002E-6,387.1E-3,5.000
5.002E-6,393.1E-3,5.000
5.002E-6,399.9E-3,5.000
5.002E-6,407.3E-3,5.000
5.002E-6,416.0E-3,5.000
5.003E-6,425.3E-3,5.000
5.003E-6,433.4E-3,5.000
5.003E-6,442.9E-3,5.000
5.003E-6,450.6E-3,5.000
5.003E-6,457.2E-3,5.000
5.003E-6,465.8E-3,5.000
5.003E-6,474.6E-3,5.000
5.003E-6,482.9E-3,5.000
5.003E-6,493.0E-3,5.000
5.003E-6,500.8E-3,5.000
5.003E-6,510.7E-3,5.000
5.003E-6,520.1E-3,5.000
5.003E-6,528.0E-3,5.000
5.003E-6,534.2E-3,5.000
5.003E-6,542.1E-3,5.000
5.003E-6,549.5E-3,5.000
5.003E-6,559.2E-3,5.000
5.003E-6,569.7E-3,5.000
5.003E-6,575.7E-3,5.000
5.003E-6,582.0E-3,5.000
5.003E-6,588.7E-3,5.000
5.003E-6,596.0E-3,5.000
5.003E-6,604.1E-3,5.000
5.003E-6,613.1E-3,5.000
5.003E-6,621.3E-3,5.000
5.003E-6,628.9E-3,5.000
5.003E-6,637.5E-3,5.000
5.003E-6,645.7E-3,5.000
5.003E-6,654.6E-3,5.000
5.003E-6,663.2E-3,5.000
5.003E-6,672.6E-3,5.000
5.003E-6,681.0E-3,5.000
5.003E-6,689.2E-3,5.000
5.003E-6,699.2E-3,5.000
5.003E-6,706.9E-3,5.000
5.004E-6,714.6E-3,5.000
5.004E-6,724.7E-3,5.000
5.004E-6,736.4E-3,5.000
5.004E-6,745.0E-3,5.000
5.004E-6,755.4E-3,5.000
5.004E-6,761.1E-3,5.000
5.004E-6,767.5E-3,5.000
5.004E-6,774.3E-3,5.000
5.004E-6,783.7E-3,5.000
5.004E-6,792.3E-3,5.000
5.004E-6,800.2E-3,5.000
5.004E-6,808.7E-3,5.000
5.004E-6,817.6E-3,5.000
5.004E-6,824.8E-3,5.000
5.004E-6,833.3E-3,5.000
5.004E-6,841.5E-3,5.000
5.004E-6,850.2E-3,5.000
5.004E-6,859.7E-3,5.000
5.004E-6,868.9E-3,5.000
5.004E-6,879.2E-3,5.000
5.004E-6,888.3E-3,5.000
5.004E-6,896.5E-3,5.000
5.004E-6,904.5E-3,5.000
5.004E-6,910.5E-3,5.000
5.004E-6,919.4E-3,5.000
5.004E-6,926.9E-3,5.000
5.004E-6,934.8E-3,5.000
5.004E-6,943.7E-3,5.000
5.004E-6,953.0E-3,5.000
5.004E-6,960.7E-3,5.000
5.004E-6,966.8E-3,5.000
5.004E-6,973.8E-3,5.000
5.004E-6,981.9E-3,5.000
5.004E-6,988.7E-3,5.000
5.004E-6,996.9E-3,5.000
5.004E-6,1.004,5.000
5.005E-6,1.011,5.000
5.005E-6,1.018,5.000
5.005E-6,1.026,5.000
5.005E-6,1.036,5.000
5.005E-6,1.046,5.000
5.005E-6,1.058,5.000
5.005E-6,1.067,5.000
5.005E-6,1.075,5.000
5.005E-6,1.085,5.000
5.005E-6,1.095,5.000
5.005E-6,1.101,5.000
5.005E-6,1.107,5.000
5.005E-6,1.112,5.000
5.005E-6,1.118,5.000
5.005E-6,1.125,5.000
5.005E-6,1.133,5.000
5.005E-6,1.142,5.000
5.005E-6,1.153,5.000
5.005E-6,1.161,5.000
5.005E-6,1.170,5.000
5.005E-6,1.177,5.000
5.005E-6,1.185,5.000
5.005E-6,1.194,5.000
5.005E-6,1.203,5.000
5.005E-6,1.207,5.000
5.005E-6,1.212,5.000
5.005E-6,1.217,5.000
5.005E-6,1.222,5.000
5.005E-6,1.227,5.000
5.005E-6,1.233,5.000
5.005E-6,1.239,5.000
5.005E-6,1.243,5.000
5.006E-6,1.246,5.000
5.006E-6,1.247,5.000
5.006E-6,1.247,5.000
5.006E-6,1.246,5.000
5.006E-6,1.245,5.000
5.006E-6,1.243,5.000
5.006E-6,1.241,5.000
5.006E-6,1.238,5.000
5.006E-6,1.236,5.000
5.006E-6,1.231,5.000
5.006E-6,1.226,5.000
5.006E-6,1.222,5.000
5.006E-6,1.216,5.000
5.006E-6,1.211,5.000
5.006E-6,1.206,5.000
5.006E-6,1.200,5.000
5.006E-6,1.194,5.000
5.006E-6,1.187,5.000
5.006E-6,1.180,5.000
5.006E-6,1.170,5.000
5.006E-6,1.160,5.000
5.006E-6,1.155,5.000
5.006E-6,1.149,5.000
5.006E-6,1.143,5.000
5.006E-6,1.137,5.000
5.006E-6,1.130,5.000
5.006E-6,1.121,5.000
5.006E-6,1.111,5.000
5.006E-6,1.101,5.000
5.006E-6,1.092,5.000
5.006E-6,1.084,5.000
5.006E-6,1.076,5.000
5.006E-6,1.068,5.000
5.006E-6,1.060,5.000
5.007E-6,1.051,5.000
5.007E-6,1.043,5.000
5.007E-6,1.033,5.000
5.007E-6,1.025,5.000
5.007E-6,1.018,5.000
5.007E-6,1.009,5.000
5.007E-6,1.001,5.000
5.007E-6,993.7E-3,5.000
5.007E-6,987.4E-3,5.000
5.007E-6,980.6E-3,5.000
5.007E-6,974.0E-3,5.000
5.007E-6,967.0E-3,5.000
5.007E-6,960.7E-3,5.000
5.007E-6,953.7E-3,5.000
5.007E-6,944.1E-3,5.000
5.007E-6,936.0E-3,5.000
5.007E-6,929.1E-3,5.000
5.007E-6,924.2E-3,5.000
5.007E-6,918.6E-3,5.000
5.007E-6,913.8E-3,5.000
5.007E-6,906.3E-3,5.000
5.007E-6,899.1E-3,5.000
5.007E-6,891.3E-3,5.000
5.007E-6,883.3E-3,5.000
5.007E-6,873.2E-3,5.000
5.007E-6,863.9E-3,5.000
5.007E-6,856.5E-3,5.000
5.007E-6,847.5E-3,5.000
5.007E-6,838.8E-3,5.000
5.008E-6,828.8E-3,5.000
5.008E-6,821.2E-3,5.000
5.008E-6,812.7E-3,5.000
5.008E-6,803.5E-3,5.000
5.008E-6,795.5E-3,5.000
5.008E-6,788.9E-3,5.000
5.008E-6,782.0E-3,5.000
5.008E-6,775.0E-3,5.000
5.008E-6,771.1E-3,5.000
5.008E-6,766.9E-3,5.000
5.008E-6,762.5E-3,5.000
5.008E-6,757.5E-3,5.000
5.008E-6,752.5E-3,5.000
5.008E-6,748.0E-3,5.000
5.008E-6,743.7E-3,5.000
5.008E-6,738.5E-3,5.000
5.008E-6,734.0E-3,5.000
5.008E-6,729.0E-3,5.000
5.008E-6,724.2E-3,5.000
5.008E-6,719.9E-3,5.000
5.008E-6,715.9E-3,5.000
5.008E-6,712.3E-3,5.000
5.008E-6,708.7E-3,5.000
5.008E-6,704.6E-3,5.000
5.008E-6,700.3E-3,5.000
5.008E-6,695.6E-3,5.000
5.008E-6,689.1E-3,5.000
5.008E-6,682.8E-3,5.000
5.008E-6,677.1E-3,5.000
5.008E-6,671.6E-3,5.000
5.008E-6,666.2E-3,5.000
5.008E-6,661.1E-3,5.000
5.008E-6,655.4E-3,5.000
5.008E-6,650.0E-3,5.000
5.009E-6,645.4E-3,5.000
5.009E-6,640.8E-3,5.000
5.009E-6,636.0E-3,5.000
5.009E-6,632.5E-3,5.000
5.009E-6,631.0E-3,5.000
5.009E-6,631.2E-3,5.000
5.009E-6,633.9E-3,5.000
5.009E-6,637.7E-3,5.000
5.009E-6,644.7E-3,5.000
5.009E-6,652.9E-3,5.000
5.009E-6,664.7E-3,5.000
5.009E-6,679.3E-3,5.000
5.009E-6,698.1E-3,5.000
5.009E-6,718.7E-3,5.000
5.009E-6,744.3E-3,5.000
5.009E-6,774.0E-3,5.000
5.009E-6,802.9E-3,5.000
5.010E-6,836.5E-3,5.000
5.010E-6,867.7E-3,5.000
5.010E-6,905.7E-3,5.000
5.010E-6,953.2E-3,5.000
5.010E-6,1.001,5.000
5.010E-6,1.057,5.000
5.011E-6,1.121,5.000
5.011E-6,1.203,5.000
5.011E-6,1.306,5.000
5.012E-6,1.446,5.000
5.012E-6,1.645,5.000
5.014E-6,1.960,5.000
5.015E-6,2.369,5.000
5.017E-6,2.796,5.000
5.019E-6,3.231,5.000
5.021E-6,3.685,5.000
5.024E-6,4.039,5.000
5.026E-6,4.312,5.000
5.029E-6,4.523,5.000
5.032E-6,4.693,5.000
5.035E-6,4.826,5.000
5.040E-6,4.911,5.000
5.044E-6,4.958,5.000
5.050E-6,4.982,5.000
5.056E-6,4.994,5.000
5.064E-6,4.999,5.000
5.075E-6,5.000,5.000
5.092E-6,5.000,5.000
5.118E-6,5.000,5.000
5.171E-6,5.000,5.000
5.261E-6,5.000,5.000
5.394E-6,5.000,5.000
5.590E-6,5.000,5.000
5.896E-6,5.000,5.000
6.000E-6,5.000,5.000
6.003E-6,5.000,4.997
6.008E-6,5.000,4.992
6.010E-6,5.000,4.990
6.014E-6,5.000,4.986
6.016E-6,5.000,4.984
6.016E-6,5.000,4.984
6.018E-6,5.000,4.982
6.018E-6,5.000,4.982
6.019E-6,5.000,4.981
6.019E-6,5.000,4.981
6.019E-6,5.000,4.981
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.020E-6,5.000,4.980
6.021E-6,5.000,4.979
6.021E-6,5.001,4.979
6.021E-6,5.001,4.979
6.021E-6,5.001,4.979
6.021E-6,5.002,4.979
6.021E-6,5.001,4.979
6.021E-6,4.997,4.979
6.021E-6,4.991,4.979
6.021E-6,4.985,4.979
6.021E-6,4.978,4.979
6.021E-6,4.970,4.979
6.021E-6,4.963,4.979
6.021E-6,4.956,4.979
6.021E-6,4.949,4.979
6.021E-6,4.942,4.979
6.021E-6,4.933,4.979
6.021E-6,4.923,4.979
6.021E-6,4.910,4.979
6.021E-6,4.893,4.979
6.021E-6,4.871,4.979
6.022E-6,4.845,4.978
6.022E-6,4.829,4.978
6.022E-6,4.812,4.978
6.022E-6,4.794,4.978
6.022E-6,4.778,4.978
6.022E-6,4.764,4.978
6.022E-6,4.750,4.978
6.022E-6,4.738,4.978
6.022E-6,4.727,4.978
6.022E-6,4.713,4.978
6.022E-6,4.695,4.978
6.022E-6,4.674,4.978
6.022E-6,4.650,4.978
6.022E-6,4.621,4.978
6.022E-6,4.585,4.978
6.022E-6,4.546,4.978
6.022E-6,4.500,4.978
6.023E-6,4.448,4.977
6.023E-6,4.383,4.977
6.023E-6,4.303,4.977
6.023E-6,4.211,4.977
6.023E-6,4.134,4.977
6.023E-6,4.060,4.977
6.024E-6,3.948,4.976
6.024E-6,3.840,4.976
6.024E-6,3.710,4.976
6.024E-6,3.561,4.976
6.025E-6,3.370,4.975
6.025E-6,3.130,4.975
6.026E-6,2.804,4.974
6.027E-6,2.342,4.973
6.029E-6,1.654,4.971
6.031E-6,1.122,4.969
6.032E-6,704.0E-3,4.968
6.034E-6,420.0E-3,4.966
6.037E-6,197.3E-3,4.963
6.039E-6,99.71E-3,4.961
6.042E-6,48.43E-3,4.958
6.044E-6,22.35E-3,4.956
6.047E-6,8.464E-3,4.953
6.051E-6,2.360E-3,4.949
6.055E-6,487.7E-6,4.945
6.060E-6,73.64E-6,4.940
6.066E-6,7.017E-6,4.934
6.073E-6,1.365E-6,4.927
6.083E-6,1.248E-6,4.917
6.096E-6,907.0E-9,4.904
6.115E-6,697.7E-9,4.885
6.146E-6,467.8E-9,4.854
6.173E-6,401.6E-9,4.827
6.208E-6,295.7E-9,4.792
6.256E-6,253.5E-9,4.744
6.354E-6,157.1E-9,4.646
6.444E-6,146.5E-9,4.556
6.624E-6,85.48E-9,4.376
6.819E-6,88.61E-9,4.181
6.868E-6,61.69E-9,4.132
6.892E-6,82.97E-9,4.108
6.924E-6,58.52E-9,4.076
6.949E-6,79.24E-9,4.051
6.973E-6,56.02E-9,4.027
6.979E-6,77.11E-9,4.021
6.983E-6,56.30E-9,4.017
6.989E-6,75.85E-9,4.011
6.993E-6,56.52E-9,4.007
6.998E-6,74.54E-9,4.002
7.002E-6,56.85E-9,3.998
7.007E-6,73.40E-9,3.993
7.011E-6,57.01E-9,3.989
7.012E-6,71.95E-9,3.988
7.013E-6,59.05E-9,3.987
7.013E-6,68.21E-9,3.987
7.013E-6,63.03E-9,3.987
7.014E-6,65.66E-9,3.986
7.014E-6,64.05E-9,3.986
7.014E-6,65.01E-9,3.986
7.015E-6,64.49E-9,3.985
7.015E-6,64.73E-9,3.985
7.015E-6,64.73E-9,3.985
7.015E-6,64.73E-9,3.985
7.015E-6,64.72E-9,3.985
7.015E-6,64.72E-9,3.985
7.015E-6,64.76E-9,3.985
7.015E-6,64.89E-9,3.985
7.015E-6,64.92E-9,3.985
7.015E-6,64.94E-9,3.985
7.015E-6,64.92E-9,3.985
7.015E-6,64.25E-9,3.985
7.015E-6,62.88E-9,3.985
7.015E-6,61.99E-9,3.985
7.015E-6,61.88E-9,3.985
7.015E-6,61.86E-9,3.985
7.015E-6,62.29E-9,3.985
7.015E-6,63.00E-9,3.985
7.015E-6,63.17E-9,3.985
7.015E-6,63.10E-9,3.985
7.015E-6,69.75E-9,3.985
7.015E-6,77.69E-9,3.985
7.015E-6,89.19E-9,3.985
7.015E-6,97.48E-9,3.985
7.016E-6,96.17E-9,3.984
7.016E-6,87.45E-9,3.984
7.016E-6,77.40E-9,3.984
7.016E-6,67.58E-9,3.984
7.016E-6,59.39E-9,3.984
7.016E-6,17.06E-9,3.984
7.016E-6,-96.91E-9,3.984
7.016E-6,-196.1E-9,3.984
7.016E-6,-248.6E-9,3.984
7.016E-6,-285.5E-9,3.984
7.016E-6,-362.5E-9,3.984
7.016E-6,-622.1E-9,3.984
7.016E-6,-1.027E-6,3.984
7.016E-6,-1.550E-6,3.984
7.016E-6,-2.114E-6,3.984
7.016E-6,-2.666E-6,3.984
7.016E-6,-3.224E-6,3.984
7.016E-6,-3.530E-6,3.984
7.016E-6,-3.104E-6,3.984
7.016E-6,-1.219E-6,3.984
7.016E-6,1.149E-6,3.984
7.016E-6,3.060E-6,3.984
7.017E-6,4.181E-6,3.983
7.017E-6,4.262E-6,3.983
7.017E-6,2.795E-6,3.983
7.017E-6,308.8E-9,3.983
7.017E-6,-2.562E-6,3.983
7.017E-6,-4.808E-6,3.983
7.017E-6,-3.498E-6,3.983
7.017E-6,814.0E-9,3.983
7.017E-6,9.536E-6,3.983
7.017E-6,19.43E-6,3.983
7.017E-6,31.86E-6,3.983
7.017E-6,55.16E-6,3.983
7.017E-6,90.42E-6,3.983
7.017E-6,135.9E-6,3.983
7.017E-6,202.1E-6,3.983
7.017E-6,321.2E-6,3.983
7.017E-6,386.6E-6,3.983
7.017E-6,366.4E-6,3.983
7.017E-6,303.7E-6,3.983
7.017E-6,159.1E-6,3.983
7.017E-6,18.95E-6,3.983
7.017E-6,-185.9E-6,3.983
7.017E-6,-396.0E-6,3.983
7.017E-6,-886.7E-6,3.983
7.017E-6,-1.421E-3,3.983
7.017E-6,-2.078E-3,3.983
7.017E-6,-2.443E-3,3.983
7.017E-6,-2.181E-3,3.983
7.018E-6,-1.160E-3,3.982
7.018E-6,510.2E-6,3.982
7.018E-6,2.827E-3,3.982
7.018E-6,5.579E-3,3.982
7.018E-6,8.906E-3,3.982
7.018E-6,11.91E-3,3.982
7.018E-6,16.21E-3,3.982
7.018E-6,21.82E-3,3.982
7.018E-6,27.55E-3,3.982
7.018E-6,32.52E-3,3.982
7.018E-6,37.62E-3,3.982
7.018E-6,45.04E-3,3.982
7.018E-6,53.90E-3,3.982
7.018E-6,62.85E-3,3.982
7.018E-6,72.23E-3,3.982
7.018E-6,83.33E-3,3.982
7.018E-6,94.11E-3,3.982
7.018E-6,103.4E-3,3.982
7.018E-6,114.7E-3,3.982
7.018E-6,123.2E-3,3.982
7.018E-6,133.3E-3,3.982
7.018E-6,145.1E-3,3.982
7.018E-6,155.8E-3,3.982
7.018E-6,167.4E-3,3.982
7.018E-6,181.0E-3,3.982
7.018E-6,192.0E-3,3.982
7.018E-6,203.4E-3,3.982
7.018E-6,214.3E-3,3.982
7.018E-6,223.7E-3,3.982
7.018E-6,232.8E-3,3.982
7.018E-6,241.4E-3,3.982
7.019E-6,249.7E-3,3.981
7.019E-6,258.8E-3,3.981
7.019E-6,269.9E-3,3.981
7.019E-6,282.6E-3,3.981
7.019E-6,297.2E-3,3.981
7.019E-6,311.4E-3,3.981
7.019E-6,322.4E-3,3.981
7.019E-6,333.4E-3,3.981
7.019E-6,343.2E-3,3.981
7.019E-6,352.1E-3,3.981
7.019E-6,360.3E-3,3.981
7.019E-6,363.8E-3,3.981
7.019E-6,366.4E-3,3.981
7.019E-6,368.0E-3,3.981
7.019E-6,369.1E-3,3.981
7.019E-6,369.9E-3,3.981
7.019E-6,370.3E-3,3.981
7.019E-6,370.2E-3,3.981
7.019E-6,369.6E-3,3.981
7.019E-6,368.4E-3,3.981
7.019E-6,367.2E-3,3.981
7.019E-6,365.1E-3,3.981
7.019E-6,362.7E-3,3.981
7.020E-6,359.5E-3,3.980
7.020E-6,356.5E-3,3.980
7.020E-6,354.2E-3,3.980
7.020E-6,351.6E-3,3.980
7.020E-6,349.3E-3,3.980
7.020E-6,346.7E-3,3.980
7.020E-6,343.9E-3,3.980
7.020E-6,341.2E-3,3.980
7.020E-6,338.7E-3,3.980
7.020E-6,335.9E-3,3.980
7.020E-6,332.3E-3,3.980
7.020E-6,328.3E-3,3.980
7.020E-6,325.4E-3,3.980
7.020E-6,322.1E-3,3.980
7.020E-6,318.8E-3,3.980
7.020E-6,315.3E-3,3.980
7.020E-6,313.4E-3,3.980
7.020E-6,311.5E-3,3.980
7.020E-6,309.5E-3,3.980
7.020E-6,307.0E-3,3.980
7.020E-6,304.8E-3,3.980
7.020E-6,302.1E-3,3.980
7.020E-6,299.1E-3,3.980
7.020E-6,296.3E-3,3.980
7.020E-6,294.2E-3,3.980
7.020E-6,292.6E-3,3.980
7.020E-6,290.7E-3,3.980
7.020E-6,289.1E-3,3.980
7.020E-6,286.0E-3,3.980
7.020E-6,283.2E-3,3.980
7.020E-6,280.2E-3,3.980
7.021E-6,276.5E-3,3.979
7.021E-6,270.4E-3,3.979
7.021E-6,264.5E-3,3.979
7.021E-6,259.3E-3,3.979
